Name	n_genes	gene_ids
TALONT001190906	1	ENSG00000224078
TALONT001191037	1	ENSG00000224078
TALONT001193910	1	ENSG00000244486
TALONT001194037	1	ENSG00000099910
TALONT001198627	1	ENSG00000183773
TALONT001202150	1	ENSG00000285035
TALONT001214276	1	ENSG00000134758
TALONT001223369	1	ENSG00000130234
TALONT001230921	1	ENSG00000242110
TALONT001237314	1	ENSG00000008128
TALONT001256068	1	ENSG00000134899
TALONT001256190	1	ENSG00000134899
TALONT001281400	1	ENSG00000134853
TALONT001285683	1	ENSG00000118707
TALONT001285793	1	ENSG00000118707
TALONT001295985	1	ENSG00000109193
TALONT001308231	1	ENSG00000132522
TALONT001308897	1	ENSG00000147168
TALONT001313018	1	ENSG00000263155
TALONT001313613	1	ENSG00000263155
TALONT001316140	1	ENSG00000166278
TALONT001323179	1	ENSG00000129226
TALONT001323198	1	ENSG00000129226
TALONT001323235	1	ENSG00000129226
TALONT001325685	1	ENSG00000262246
TALONT001332559	1	ENSG00000067836
TALONT001334361	1	ENSG00000103184
TALONT001343234	1	ENSG00000040341
TALONT001356690	1	ENSG00000221926
TALONT001372302	1	ENSG00000205560
TALONT001372461	1	ENSG00000205560
TALONT001372970	1	ENSG00000205560
TALONT001394072	1	ENSG00000027075
TALONT001394085	1	ENSG00000027075
TALONT001394098	1	ENSG00000027075
TALONT001395638	1	ENSG00000100644
TALONT001397010	1	ENSG00000159079
TALONT001401262	1	ENSG00000243927
TALONT001410611	1	ENSG00000168961
TALONT001416624	1	ENSG00000109072
TALONT001416640	1	ENSG00000109072
TALONT001416816	1	ENSG00000109072
TALONT001418181	1	ENSG00000109072
TALONT001421100	1	ENSG00000141994
TALONT001421168	1	ENSG00000141994
TALONT001422875	1	ENSG00000076382
TALONT001423812	1	ENSG00000076382
TALONT001423955	1	ENSG00000133961
TALONT001424062	1	ENSG00000133961
TALONT001424322	1	ENSG00000133961
TALONT001424363	1	ENSG00000133961
TALONT001428126	1	ENSG00000243244
TALONT001431780	1	ENSG00000198816
TALONT001440032	1	ENSG00000138185
TALONT001440176	1	ENSG00000138185
TALONT001451653	1	ENSG00000055813
TALONT001451764	1	ENSG00000055813
TALONT001457362	1	ENSG00000124334
TALONT001457372	1	ENSG00000124334
TALONT001477112	1	ENSG00000100739
TALONT001487442	1	ENSG00000104774
TALONT001487859	1	ENSG00000214548
TALONT001487905	1	ENSG00000214548
TALONT001487912	1	ENSG00000214548
TALONT001488061	1	ENSG00000214548
TALONT001488193	1	ENSG00000214548
TALONT001505938	1	ENSG00000187193
TALONT001506449	1	ENSG00000126214
TALONT001507211	1	ENSG00000126214
TALONT001520769	1	ENSG00000162430
TALONT001527083	1	ENSG00000102878
TALONT001531840	1	ENSG00000148832
TALONT001540989	1	ENSG00000119139
TALONT001540995	1	ENSG00000119139
TALONT001543439	1	ENSG00000047936
TALONT001554613	1	ENSG00000244242
TALONT001554957	1	ENSG00000117984
TALONT001556312	1	ENSG00000187664
TALONT001558939	1	ENSG00000250067
TALONT001564320	1	ENSG00000196268
TALONT001571760	1	ENSG00000164440
TALONT001582356	1	ENSG00000089356
TALONT001583317	1	ENSG00000221946
TALONT001588187	1	ENSG00000186148
TALONT001595300	1	ENSG00000129083
TALONT001605576	1	ENSG00000258947
TALONT001605634	1	ENSG00000258947
TALONT001617857	1	ENSG00000159640
TALONT001617864	1	ENSG00000159640
TALONT001621785	1	ENSG00000007312
TALONT001622087	1	ENSG00000160408
TALONT001622089	1	ENSG00000160408
TALONT001622147	1	ENSG00000160408
TALONT001631422	1	ENSG00000095319
TALONT001636450	1	ENSG00000219545
TALONT001636555	1	ENSG00000219545
TALONT001644758	1	ENSG00000239474
TALONT001652026	1	ENSG00000106069
TALONT001652032	1	ENSG00000106069
TALONT001653768	1	ENSG00000180233
TALONT001654984	1	ENSG00000187922
TALONT001660812	1	ENSG00000214402
TALONT001668286	1	ENSG00000181090
TALONT001699259	1	ENSG00000116783
TALONT001699272	1	ENSG00000116783
TALONT001701586	1	ENSG00000182450
TALONT001707934	1	ENSG00000197343
TALONT001713931	1	ENSG00000111325
TALONT001717652	1	ENSG00000105808
TALONT001720183	1	ENSG00000269404
TALONT001727875	1	ENSG00000156875
TALONT001733567	1	ENSG00000129991
TALONT001733602	1	ENSG00000129991
TALONT001733721	1	ENSG00000129991
TALONT001733741	1	ENSG00000129991
TALONT001733751	1	ENSG00000129991
TALONT001733769	1	ENSG00000129991
TALONT001733887	1	ENSG00000129991
TALONT001734198	1	ENSG00000129991
TALONT001741404	1	ENSG00000197128
TALONT001766875	1	ENSG00000137726
TALONT001773895	1	ENSG00000206561
TALONT001773900	1	ENSG00000206561
TALONT001773903	1	ENSG00000206561
TALONT001792706	1	ENSG00000243989
TALONT001794503	1	ENSG00000055955
TALONT001794504	1	ENSG00000055955
TALONT001794507	1	ENSG00000055955
TALONT001794508	1	ENSG00000055955
TALONT001794512	1	ENSG00000055955
TALONT001794541	1	ENSG00000055955
TALONT001794561	1	ENSG00000055955
TALONT001794616	1	ENSG00000055955
TALONT001794617	1	ENSG00000055955
TALONT001794737	1	ENSG00000163933
TALONT001804872	1	ENSG00000242193
TALONT001813215	1	ENSG00000240303
TALONT001825824	1	ENSG00000180834
TALONT001831934	1	ENSG00000145107
TALONT001852733	1	ENSG00000125775
TALONT001875561	1	ENSG00000239264
TALONT001875581	1	ENSG00000239264
TALONT001885322	1	ENSG00000128271
TALONT001901001	1	ENSG00000117984
TALONT001914882	1	ENSG00000092529
TALONT001957283	1	ENSG00000134853
TALONT001957309	1	ENSG00000134853
TALONT001957311	1	ENSG00000134853
TALONT001967202	1	ENSG00000137767
TALONT001968047	1	ENSG00000137767
TALONT001989978	1	ENSG00000103184
TALONT001993238	1	ENSG00000027075
TALONT002022878	1	ENSG00000133961
TALONT002022896	1	ENSG00000133961
TALONT002022905	1	ENSG00000133961
TALONT002022920	1	ENSG00000133961
TALONT002022984	1	ENSG00000133961
TALONT002023302	1	ENSG00000133961
TALONT002023372	1	ENSG00000133961
TALONT002023381	1	ENSG00000133961
TALONT002023644	1	ENSG00000133961
TALONT002026336	1	ENSG00000166278
TALONT002027290	1	ENSG00000166278
TALONT002027536	1	ENSG00000166278
TALONT002052823	1	ENSG00000204257
TALONT002079036	1	ENSG00000188603
TALONT002086294	1	ENSG00000232859
TALONT002095497	1	ENSG00000213658
TALONT002095505	1	ENSG00000213658
TALONT002095530	1	ENSG00000213658
TALONT002115846	1	ENSG00000214548
TALONT002140312	1	ENSG00000138185
TALONT002149673	1	ENSG00000055813
TALONT002183117	1	ENSG00000157823
TALONT002183156	1	ENSG00000157823
TALONT002195915	1	ENSG00000070669
TALONT002205318	1	ENSG00000107317
TALONT002235976	1	ENSG00000267368
TALONT002249260	1	ENSG00000108439
TALONT002249711	1	ENSG00000135702
TALONT002253496	1	ENSG00000160117
TALONT002262242	1	ENSG00000234231
TALONT002262246	1	ENSG00000234231
TALONT002277371	1	ENSG00000213999
TALONT002292228	1	ENSG00000175482
TALONT002292866	1	ENSG00000105220
TALONT002297353	1	ENSG00000007312
TALONT002342092	1	ENSG00000248098
TALONT002344243	1	ENSG00000105388
TALONT002344246	1	ENSG00000105388
TALONT002344252	1	ENSG00000105388
TALONT002344254	1	ENSG00000105388
TALONT002344258	1	ENSG00000105388
TALONT002344260	1	ENSG00000105388
TALONT002344266	1	ENSG00000105388
TALONT002344393	1	ENSG00000105388
TALONT002356074	1	ENSG00000073050
TALONT002390384	1	ENSG00000040341
TALONT002452026	1	ENSG00000156875
TALONT002461330	1	ENSG00000131778
TALONT002473280	1	ENSG00000143226
TALONT002473282	1	ENSG00000143226
TALONT002502948	1	ENSG00000101307
TALONT002538707	1	ENSG00000111913
TALONT002564429	1	ENSG00000196565
TALONT002567103	1	ENSG00000229415
TALONT002567109	1	ENSG00000229415
TALONT002567120	1	ENSG00000229415
TALONT002567166	1	ENSG00000136352
TALONT002581035	1	ENSG00000119139
TALONT002602254	1	ENSG00000027075
TALONT002609941	1	ENSG00000129083
TALONT002609965	1	ENSG00000129083
TALONT002609972	1	ENSG00000129083
TALONT002609986	1	ENSG00000129083
TALONT002610995	1	ENSG00000129084
TALONT002683662	1	ENSG00000214548
TALONT002788802	1	ENSG00000284797
TALONT002800029	1	ENSG00000213999
TALONT002853016	1	ENSG00000120913
TALONT002865721	1	ENSG00000239474
TALONT002909938	1	ENSG00000239961
TALONT002938796	1	ENSG00000143226
TALONT002939612	1	ENSG00000143196
TALONT003013533	1	ENSG00000229415
TALONT003013582	1	ENSG00000229415
TALONT003044589	1	ENSG00000027075
TALONT003167841	1	ENSG00000105583
TALONT003237341	1	ENSG00000104728
TALONT003259959	1	ENSG00000175193
TALONT003359696	1	ENSG00000224078
TALONT003374827	1	ENSG00000238266
TALONT003417616	1	ENSG00000213934
TALONT003420103	1	ENSG00000213931
TALONT003471763	1	ENSG00000183542
TALONT003515527	1	ENSG00000170180
TALONT003515530	1	ENSG00000170180
TALONT003515601	1	ENSG00000170180
TALONT003602563	1	ENSG00000267243
TALONT003602566	1	ENSG00000267243
TALONT003602594	1	ENSG00000267243
TALONT003602602	1	ENSG00000267243
TALONT004006731	1	ENSG00000271699
TALONT004125006	1	ENSG00000213999
TALONT004133534	1	ENSG00000267243
TALONT004173509	1	ENSG00000175287
TALONT004296484	1	ENSG00000240194
TALONT004369199	1	ENSG00000242110
TALONT004387116	1	ENSG00000136153
TALONT004716058	1	ENSG00000240194
